keywords,context,text
share#kiss#couple#hold#bouquet,The,"The couple held a bouquet of white roses and shared a kiss on May 30, 2020."
turn#pass#rail#skate#flip,The,The rail turns into a skateboarder when he passes through a flip-flop.
house#power#wash#stand#roof,The,The house was powered by a diesel engine that stood at the roof and was washed down.
wheel#use#sharpen#spin#knife,The,The wheels are spun by the use of a manganese alloy wheels with a knife.
word#front#street#paint#look,The,"The word "" painted street "" looks to be in front of the parking lot of it."
attach#dryer#device#curl#hair,The,The device is attached to a dryer with the hair curled up and the electric current.
bandage#wear#wrap#glove#foot,The,The bandage wraps around his left hand and he wears a glove on his left foot.
roll#jean#wear#ball#lane,The,The man is wearing a red ball-gown and rolled up jeans in the Lane.
wear#sit#hold#step#cigarette,The,The man is wearing a cigarette and sits on the step holding it up to his face.
bucket#shovel#dig#put#sand,The,The man dug up a shovel and put sand in it to help with the Bucket.
plate#meal#fork#end#lick,The,The plate ends up looking like this after a meal with licks of the fork.
cut#grass#work#scythe#field,The,The field of scythe work was cut short by the green grass of the field.
sand#mouth#hold#stand#tire,The,"The man is holding a child with his mouth, and is standing on a sand tire."
ride#beach#sail#tricycle#attach,The,The Tricycle is attached to the beach with sailboats riding on the tricycle itself.
mound#shirt#rock#sit#top,The,The man in white shirt is sitting on top of a rock and is mortally wounded.
smoke#air#puff#pipe#take,The,The puff of air in a pipe is taken to be a Smoke from the fire.
dog#squirrel#catch#run#forest,The,The squirrel is caught by the dog and runs off in the forest to the other side.
stream#daughter#daddy#throw#rock,The,"The daughter of a rockabilly dad, she threw herself into the stream of music."
fall#take#step#javelin#throw,The,"The men are taking steps to throw off the fall of the Javelin, i."
snow#tent#hiker#poke#find,The,"The hiker finds a tent, poking out of the snow on the side of the trail."
bed#spur#truck#inspect#wear,The,"The truck was inspected by the National Highway Traffic Safety Administration, which wore a yellow jacket."
bath#dog#dry#towel#give,The,The dog is given a bath by the man who dried it on the beach with towels.
doll#window#parachute#throw#connect,The,The man is throwing a parachute into the window and is connected to the doll by wires.
tractor#pick#vegetable#worker#ride,The,The worker was picked up by the tractor and ridden back to the plant with other vegetables.
object#load#car#roof#building,The,"The building is loaded with objects, including a car, roof rack and a parking lot."
end#dog#fire#jump#hurdle,The,"The dog jumped on the sidewalk, ending up on top of a chandelier railing."
carry#stroller#push#daughter#hand,The,The woman pushes her daughter into a stroller and carries her hand over her baby's face.
guitar#tattoo#stand#front#arm,The,The girl is standing in front of a tattooed man with a guitar and arm tattoo.
wear#helmet#picture#plant#take,The,The helmet is worn by many plants that take up a large amount of space and pictures.
wine#describe#sit#couch#taste,The,The man is described as sitting on the couch with a wine bottle in his lap taste wine.
car#mask#suit#paint#spray,The,The man is painted in a suit with a mask on his face with car paint spray painted.
tie#cover#mountain#climb#rope,The,"The mountains are covered with ropes, and the climbing is done by tying ropes to trees."
follow#series#hear#voice#shot,The,The series was heard by a voice of the dead following the second shot of the episode.
hit#run#kid#basis#baseball,The,The kids ran to the baseball bases and hit the ball to the other side of the field.
picture#sheet#draw#pen#paper,The,The paper draws on a number of sheets of pen and paper drawn up by the pictures.
pour#water#head#lean#sink,The,"The head of the water is leaning over a sink, pouring water into a plastic container."
gym#rope#suspend#climb#ceiling,The,The gymnast suspended his rope and climbed the ceiling to the top of the gymnasium.
onlooker#stilt#watch#walk#path,The,The young woman watches as the stilt walker walks up to her on the path.
referee#box#crowd#watch#ring,The,"The referee watches the box, then goes to the ring to check the crowd's reaction."
game#team#crowd#compete#watch,The,"The team competed in the final game of the group, watched by a large crowd of fans."
hill#sky#top#moon#stand,The,The moon is standing on top of a hill and is silhouetted against the sky.
air#jump#leg#spread#arm,The,"The legs are spread wide, arms high, and the legs jump up in the air."
joke#back#alligator#tell#sit,The,The young alligators are sitting on the back of a joke and telling it to alligators.
knife#open#look#use#oyster,The,The young oysters used to look like they were open-mouthed with knife.
stand#ice#foot#break#mat,The,The ice is broken by a mat that is standing on the foot of a dead tree.
champagne#open#victory#celebrate#bottle,The,"The album opens with ""Champagne"", which is celebrated with a bottle of victory."
sheep#use#wool#shear#clipper,The,The male clipper sheep is also used in wool shears to shear off hair.
chair#sit#clap#finger#snap,The,The man with a black clapboard chair sits with his fingers snapping on the keyboard.
bend#string#repetition#pull#machine,The,"The machine pulls a string, and the repetition of the machine is bent by the machine."
hold#hand#dance#circle#kid,The,The kids are holding a circle with their hands and dance to the music as they sing.
walk#ask#sign#eat#help,The,The boy asks to go to the back and is asked to sign to eat a walk.
wrap#forehead#neck#arm#kiss,The,The face of a man with a heart of gold kisses the arms wrapped around his neck.
oven#remove#pan#cookie#put,The,The panning cookies are put on the oven to remove them from the pan before they cool.
mouth#splash#water#ball#carry,The,The water splashes around the ball and she carries on with her mouth full of water.
gold#dig#gem#sort#find,The,The Gem is a sort of gold that can be found in some sort of dig site.
bench#snowball#create#snow#gather,The,The snowboarders gather around a bench to create a snowball fight in the snow behind them.
front#paper#table#line#bottle,The,The paper is on the front of a line of bottles with a table in the middle.
dog#hold#puncture#front#ball,The,The dog holds a ball and punctures the front of the ball with its teeth again.
lap#head#cat#scratch#sit,The,The cat sits on the lap of a scratching post and the head of the cat rests.
cue#ball#pocket#shoot#use,The,The ball was used to shoot the ball from the back pocket to the rescue of Mr.
foot#blanket#brush#hair#brush,The,The man with black hair brushed his hair with a blanket on the foot of his bed.
ball#catch#jump#mouth#air,The,The man jumped into the air and caught the ball with his mouth before it was released.
book#piece#paper#pocket#slip,The,The paper is in a pocket with a piece of paper slipping out of the other book.
singe#song#toddler#clap#hand,The,"The song ""Clap Your Hands"" was sung by a toddler at the same time."
stand#machine#front#wrap#plastic,The,The machine is wrapped in plastic and stands in front of a plastic and glass countertop.
jean#sweater#carry#pattern#bag,The,"The pattern is often carried through the bag with sweaters, jeans, and other items."
hold#stand#wear#bag#end,The,The man is wearing a bag that has been held up to the end of a stand.
belt#climb#rock#rope#hang,The,The man climbing the rope is hanging from a rock belt that is attached to the rope.
toddler#foot#bed#smell#fall,The,The bed has a smell of licorice that falls off at the foot of it.
enact#scene#soldier#background#member,The,The scene of the soldier's death appears to be a background to a member of armed force.
dog#water#foot#stream#stand,The,The dog is standing on the foot of a stream with water lapping at his feet.
bucket#bite#pine#tree#dog,The,The polar bear is bitten by a dog on a tree in the Bucket Hills area.
write#calligraphy#use#pen#paper,The,"The paper was written using a pen called the ""Pencil"", which was later adopted."
book#flip#bed#page#sit,The,The book sits on the pages of a Bible and has been flipped over many times bedecked.
tire#check#tread#penny#use,The,The young woman is trying to check out and use the penny to sap the sapire.
blow#shape#hold#smoke#pipe,The,The pipe is held in place by thick smoke-shaped pipes that are blown into it.
snow#watch#jump#crowd#rider,The,The rider jumps off the bike and watches as the crowd of riders behind him snowboards.
place#unroll#top#box#paper,The,The paper was placed on the top of the box and unrolled to reveal a box.
feed#jump#bottle#goat#dog,The,The goat is fed a bottle of water to jump back into the dog's cage again.
bat#baseball#swing#player#hit,The,The baseball player was hit by a bat while swinging a bat during a minor league game.
fill#pot#stove#water#put,The,The pot is filled with hot water and put on the stove to keep it warm overnight.
material#area#worker#check#vest,The,The construction workers check the material in the area where a vestibule is to be built.
hold#pipe#wear#mouth#glass,The,"The man is wearing a glass pipe, holding it in his mouth and smearing it."
head#shave#chair#area#sit,The,The head of the Department of Justice is sitting in the area where he shaved his chair.
point#screen#forecaster#weather#talk,The,"The screen was dark, and the weather pointed to the forecasters talking about a cold."
watch#day#ball#dad#fence,The,The ball is watched by dad and boy on the fence during the day of the match.
toothbrush#brush#toddler#tooth#use,The,The toddler is using a toothbrush to brush his teeth as he rests on a couch.
pour#cloth#cover#jar#liquid,The,The red cloth is covered with a jar of liquid pouring out of it onto the floor.
mouth#open#food#receive#feed,The,"The food was well received by the crowd, which opened its mouths to feed the hungry."
sock#sleep#blanket#kid#jean,The,"The kids are sleeping on the blanket, jeans, and T-shirts on the dock."
station#gas#pump#hack#say,The,The gas pump is said to be hack-able and can be removed from the station.
sit#bicycle#water#grass#body,The,The body is sitting on the water with a bicycle on the grass next to the dock.
throw#wood#tree#lean#knife,The,"The wood is leaning against a tree, and the knife is thrown through the same tree."
stand#ball#swing#hit#field,The,"The ball is hit in the field, and the swing of the ball is a stand."
paint#harness#side#building#hang,The,The building was painted in a red and white harness with the sides hanging from the roof.
use#wall#climb#ice#pick,The,The ice picks are used to climb up the walls of the Ice Age cave in Antarctica.
turn#floor#begin#vacuum#vacuum,The,"The vacuum began to vacuum around the floor, turning it into a vacuum in the process."
alcohol#cork#bottle#bang#wall,The,The bottle is a corked bottle with a bottle-like bottle on the wall.
street#seed#fruit#stand#move,The,The fruit is then moved to the stands where it is seedless and on the street.
begin#mirror#face#shave#look,The,The mirror begins to look more and more like the face of a man with a shaved face.
sculpt#wear#back#machine#monument,The,The museum is a monument to the people who wore it out on the back of machines.
fur#dog#groomer#trim#hold,The,"The dog holds a trim, fur-free groomer in its paws as it rests."
pull#grab#tree#branch#run,The,"The tree is pulled down by a branch which runs through it, grabbing it by it."
walk#light#doorway#shadow#cast,The,The main entrance to the temple is lit up with cast iron shadows walking through the doorway.
gym#perform#weight#hold#lunge,The,The gymnast is performing a gymnastic routine with her weight being held by a lunge.
banana#head#stand#bowl#street,The,The man is standing next to a bowl of bananas on the street near his headgear.
pan#transfer#fry#egg#plate,The,"The plate was then transferred to a pan, frying the eggs on both sides until eggs."
continue#routine#baton#pick#drop,The,The baton was dropped after he picked up the routine and continued to do it again.
ride#woode#bicycle#area#road,The,The road is wooded with a bicycle area and rides down to the Gulf of Mexico.
drum#finger#hand#top#beat,The,The man's hand was on top of the drum and he beat the finger on it.
street#fill#pull#cart#chair,The,The cart pulls up to the chair and she is filled in on the streets of Jerusalem.
wipe#face#shirt#expose#belly,The,"The face of a woman is exposed to the belly of a man, and their shirts."
blow#wear#nose#teapot#head,The,The teapot is blown by the nose and the head is worn by the woman.
wear#sunglass#bottle#drink#water,The,The woman is wearing a red sunglasses and drinking water from a bottle that has a bottle.
pour#pool#sponge#clean#side,The,The pool has been pouring water on the side of the sponge to clean it up again.
photo#look#hold#gallery#bag,The,The photos were held in a gallery that looks like a bag of donuts in space.
side#sit#wear#backpack#mountain,The,The man is wearing a black suit and is sitting on a mountain side with a suitcase.
basket#apply#glue#cut#weave,The,The basket is cut to allow the glue to be applied to the woven fabric of the skirt.
hand#take#shot#lick#salt,The,The man is licking the salt off the shot glass and taking a sip of his hand.
routine#court#perform#watch#cheerleader,The,The court watched as the cheerleaders performed a routine in which they would perform a routine.
pause#building#front#examine#table,The,The building is also being examined by the New York City Department of Public Works for pause.
phone#talk#hold#toddler#ear,The,"The toddler is holding his ears and talking to his father, who is holding a phone."
fix#hair#mirror#wear#shirt,The,The woman is wearing a black t-shirt with a mirror on her hair and fixed.
fountain#put#face#short#spray,The,"The fountain is put in the face of a man with short, dark hair and spray."
background#talk#fire#stick#put,The,The man is putting on a stick and talking to the camera with a fire in his eyes.
foot#cross#leg#sit#massage,The,The man is sitting on the legs of a woman who cross-dresses and feet.
walk#mall#costume#lady#wear,The,"The mall is wearing a special costume for Lady Elaine, who is walking through the mall."
pencil#floor#sit#page#point,The,"The ""pencils sit on the floor and are pointed at the pages of books."
ball#score#wear#shirt#player,The,The player wears a ball-and-socks shirt and has been scoreless since.
shave#knee#bed#lie#nurse,The,The nurse lies down on her knees and the baby is resting on her left hip bed.
wear#throw#uniform#pitcher#baseball,The,The pitcher is wearing a baseball uniform and throws from the same position as a pitcher does.
war#tug#puppy#strip#fabric,The,The puppy was stripped of all fabric and warms up for tug-of-war.
hit#land#hill#skier#jump,The,"The skier lands on his ski and jumps off, hitting the hill in a crash."
car#couple#wall#walk#graffiti,The,The couple walks out of the car with a mural on the wall of a local graffiti.
kid#tree#sit#flag#hang,The,The kids are hanging out with the flags and sitting on a tree with a few kids.
sugar#sprinkle#top#cake#powder,The,"The cake is topped with powdered sugar and sprinkles, then drizzled with powder."
heart#goer#writer#leave#look,The,The leaves are a heart shaped and the leaves look like a goer as well as writer.
rope#climb#come#top#begin,The,The top of the rope begins to come off and the man climbing up the rope.
pick#foot#marble#place#cup,The,The marble was picked up at the foot of the cupola and placed in its place.
sack#carry#wall#front#graffiti,The,"The walls were covered with graffiti, which was carried out in front of the police station."
field#kick#football#hold#upright,The,The field of football is held to a higher standard than the field of kick-off.
money#male#street#food#sell,The,The male is selling food at the street market to pay for food and money for food.
whisper#nose#chew#scratch#gum,The,The whisper of a tongue scratching the gum is chewing on the nose of someone.
cow#sit#milk#stool#utter,The,"The cow sits on a stool, and the milk is about to be poured into it."
robot#hug#sunglass#smile#wear,The,The man is wearing a red hat and sunglasses and hugs a robot with a smile.
street#walk#sell#cigarette#flower,The,The flowers are sold by street vendors and walk-up cigarette shops in New York City.
screen#wear#headphone#sit#look,The,The man is wearing a black T-shirt and sits on the screen looking over headphone.
wear#individual#mask#fence#match,The,The mask is worn by individuals who match the physical features of a character from the fence.
snow#music#bike#background#ride,The,"The man rides his bike through the background of music video for ""Snow White and the Seven Dwarfs""."
reach#player#competition#backhand#shuttlecock,The,The first player to reach the backhand of the shuttlecock in this competition is: Mr.
knit#rock#hat#sit#pile,The,The hat is knitted in the round and sits on a pile of rock and moss.
wear#dentist#mask#lady#look,The,The dentist is looking at a mask that is worn by Our Lady of the Assumption.
shirt#light#top#fix#roof,The,The top of the roof was lit up with a red and white shirt to fixed it.
improvise#barrel#transport#work#tool,The,The barrel was then transported to the tools and equipment section where it was provided with work.
sit#eat#step#cup#bag,The,The cup is sitting in a bag that has been eaten up by step-dwellers.
begin#squirm#cat#cut#claws,The,"The cat is squirming and begins to cry, but the female cuts its claws off."
song#dance#dish#sink#wash,The,The song has been washed up on the dishes and sink and has never been a dance.
lose#board#balance#fall#ride,The,The board fell short of the balance it had hoped to ride out of the losing race.
wipe#open#nose#tissue#pack,The,The plant opened with a nosebleed of tissue and was packed to the wipe.
worker#brick#stand#street#attempt,The,The street workers attempted to stand in the middle of the street to block the bricklayer.
wear#golfer#pant#club#jacket,The,The club is wearing a black and white Panthers jacket as a sign of support for golfer.
hold#mirror#gear#take#picture,The,The mirror is held in place by gears that take a picture of the light from below.
exercise#tie#wave#rope#wall,The,The man is tied to ropes and exercised on the walls of the first wave of prison.
head#squeeze#shut#eye#hang,The,The head squeeze is a hang-over from the eyes shut on the first day of filming.
